"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"경기도 안양시 동안구 관양1동(4117355000)","37,450","35,089","3,083","6,061","5,025","5,348","7,147","4,904","2,338","1,022","153","8","18,344","17,103","1,601","3,213","2,635","2,581","3,350","2,338","1,016","327","40","2","19,106","17,986","1,482","2,848","2,390","2,767","3,797","2,566","1,322","695","113","6"
"경기도 안양시 동안구 관양2동(4117356000)","19,458","18,143","1,498","3,022","3,127","3,023","3,538","2,250","1,116","501","64","4","9,893","9,227","742","1,624","1,728","1,519","1,764","1,134","509","189","18","0","9,565","8,916","756","1,398","1,399","1,504","1,774","1,116","607","312","46","4"
"경기도 안양시 동안구 부림동(4117356600)","27,548","25,028","2,529","3,680","5,945","5,189","3,945","2,209","1,001","473","53","4","13,386","12,139","1,300","1,824","3,028","2,510","1,847","1,088","375","157","9","1","14,162","12,889","1,229","1,856","2,917","2,679","2,098","1,121","626","316","44","3"
"경기도 안양시 동안구 평촌동(4117357000)","15,514","14,071","1,794","2,277","1,904","2,703","3,001","1,444","575","333","36","4","7,655","6,914","914","1,208","885","1,266","1,493","747","267","123","10","1","7,859","7,157","880","1,069","1,019","1,437","1,508","697","308","210","26","3"
"경기도 안양시 동안구 평안동(4117357600)","24,380","21,774","3,803","2,665","3,392","5,403","3,433","1,790","778","438","69","3","11,930","10,606","1,982","1,391","1,575","2,560","1,732","902","311","132","18","3","12,450","11,168","1,821","1,274","1,817","2,843","1,701","888","467","306","51","0"
"경기도 안양시 동안구 귀인동(4117357800)","17,064","15,557","3,439","1,948","1,290","4,097","2,641","1,195","597","298","51","1","8,418","7,602","1,801","973","556","1,870","1,397","616","256","116","17","0","8,646","7,955","1,638","975","734","2,227","1,244","579","341","182","34","1"
"경기도 안양시 동안구 호계1동(4117358000)","8,149","7,172","753","973","1,603","1,443","1,198","770","281","122","24","5","4,146","3,655","390","485","813","764","618","403","145","36","0","1","4,003","3,517","363","488","790","679","580","367","136","86","24","4"
"경기도 안양시 동안구 호계2동(4117359000)","22,081","20,547","1,891","3,590","3,368","3,064","4,138","2,911","1,060","443","75","7","10,894","10,114","973","1,835","1,748","1,493","1,962","1,426","512","151","12","2","11,187","10,433","918","1,755","1,620","1,571","2,176","1,485","548","292","63","5"
"경기도 안양시 동안구 호계3동(4117360000)","22,239","20,563","2,152","3,336","3,080","3,360","4,286","2,891","969","407","75","7","11,164","10,310","1,059","1,768","1,604","1,634","2,063","1,535","496","132","15","4","11,075","10,253","1,093","1,568","1,476","1,726","2,223","1,356","473","275","60","3"
"경기도 안양시 동안구 범계동(4117361000)","15,734","14,504","2,368","2,065","1,918","3,119","2,530","1,350","694","378","80","2","7,543","6,936","1,252","1,031","888","1,406","1,232","691","285","130","21","0","8,191","7,568","1,116","1,034","1,030","1,713","1,298","659","409","248","59","2"
"경기도 안양시 동안구 신촌동(4117362000)","13,438","12,450","1,679","2,012","1,629","2,253","2,507","1,522","574","237","37","0","6,606","6,127","851","1,066","826","996","1,224","805","273","76","10","0","6,832","6,323","828","946","803","1,257","1,283","717","301","161","27","0"
"경기도 안양시 동안구 갈산동(4117363000)","11,414","10,603","1,556","1,564","1,172","2,006","1,966","1,355","612","310","56","6","5,552","5,168","774","833","588","931","940","690","279","117","13","3","5,862","5,435","782","731","584","1,075","1,026","665","333","193","43","3"
"경기도 부천시 (4119000000)","827,132","766,520","73,275","119,178","119,568","132,149","150,174","104,671","45,192","19,113","2,964","236","410,853","379,797","37,722","61,487","61,334","66,500","73,166","51,897","20,711","6,266","657","57","416,279","386,723","35,553","57,691","58,234","65,649","77,008","52,774","24,481","12,847","2,307","179"
"경기도 부천시 심곡동(4119060300)","65,227","61,947","4,153","10,233","9,803","9,948","12,023","9,370","4,440","1,714","230","33","33,066","31,348","2,110","5,172","5,406","5,388","6,061","4,480","2,097","591","36","7","32,161","30,599","2,043","5,061","4,397","4,560","5,962","4,890","2,343","1,123","194","26"
"경기도 부천시 부천동(4119060600)","91,207","85,167","7,598","12,981","12,629","14,257","16,981","12,443","5,631","2,291","324","32","45,809","42,705","3,960","6,836","6,602","7,405","8,419","6,077","2,536","781","79","10","45,398","42,462","3,638","6,145","6,027","6,852","8,562","6,366","3,095","1,510","245","22"
"경기도 부천시 중동(4119061000)","42,369","39,476","3,985","6,302","5,603","6,533","7,998","5,587","2,295","988","172","13","20,915","19,435","2,115","3,198","2,839","3,218","3,831","2,787","1,088","316","39","4","21,454","20,041","1,870","3,104","2,764","3,315","4,167","2,800","1,207","672","133","9"
"경기도 부천시 신중동(4119074200)","131,838","121,527","11,853","19,768","22,045","20,824","23,159","15,344","5,520","2,541","455","18","63,945","58,613","5,998","9,785","10,874","9,925","10,807","7,815","2,553","748","104","4","67,893","62,914","5,855","9,983","11,171","10,899","12,352","7,529","2,967","1,793","351","14"
"경기도 부천시 상동(4119074400)","87,674","79,236","10,269","12,489","12,964","15,684","15,419","8,126","2,840","1,215","226","4","43,084","38,800","5,265","6,381","6,171","7,383","7,556","4,306","1,319","373","45","1","44,590","40,436","5,004","6,108","6,793","8,301","7,863","3,820","1,521","842","181","3"
"경기도 부천시 대산동(4119074600)","83,241","78,166","6,619","11,958","11,717","12,747","15,076","11,939","5,514","2,231","334","31","41,237","38,588","3,440","6,210","6,190","6,464","7,156","5,721","2,527","809","63","8","42,004","39,578","3,179","5,748","5,527","6,283","7,920","6,218","2,987","1,422","271","23"
"경기도 부천시 소사본동(4119075000)","57,083","53,249","4,567","8,016","8,136","8,084","10,456","8,521","3,753","1,458","232","26","28,231","26,276","2,314","4,159","4,328","4,034","4,940","4,115","1,822","503","57","4","28,852","26,973","2,253","3,857","3,808","4,050","5,516","4,406","1,931","955","175","22"
"경기도 부천시 범안동(4119079500)","96,624","86,263","9,204","11,555","15,299","17,036","14,455","10,987","5,084","2,245","365","33","47,448","42,187","4,627","5,950","7,468","8,702","6,945","5,283","2,364","754","83","11","49,176","44,076","4,577","5,605","7,831","8,334","7,510","5,704","2,720","1,491","282","22"
"경기도 부천시 성곡동(4119080000)","85,823","80,897","7,660","12,847","10,195","13,542","17,226","11,289","5,360","2,417","335","26","43,039","40,576","3,988","6,829","5,442","6,845","8,657","5,661","2,302","765","82","5","42,784","40,321","3,672","6,018","4,753","6,697","8,569","5,628","3,058","1,652","253","21"
"경기도 부천시 오정동(4119083000)","86,046","80,592","7,367","13,029","11,177","13,494","17,381","11,065","4,755","2,013","291","20","44,079","41,269","3,905","6,967","6,014","7,136","8,794","5,652","2,103","626","69","3","41,967","39,323","3,462","6,062","5,163","6,358","8,587","5,413","2,652","1,387","222","17"
"경기도 광명시 (4121000000)","316,220","290,854","32,484","40,986","44,887","54,770","52,552","37,898","18,356","7,670","1,112","139","156,128","143,182","16,711","21,453","22,730","27,122","26,077","18,084","8,187","2,516","267","35","160,092","147,672","15,773","19,533","22,157","27,648","26,475","19,814","10,169","5,154","845","104"
"경기도 광명시 광명1동(4121051000)","6,917","6,588","556","966","896","1,027","1,311","1,019","550","230","30","3","3,488","3,313","312","531","503","532","651","482","222","72","8","0","3,429","3,275","244","435","393","495","660","537","328","158","22","3"
"경기도 광명시 광명2동(4121052000)","9,159","8,786","652","1,285","1,071","1,318","1,756","1,513","841","310","36","4","4,446","4,259","314","665","592","655","872","661","383","104","13","0","4,713","4,527","338","620","479","663","884","852","458","206","23","4"
"경기도 광명시 광명3동(4121054000)","9,827","9,405","604","1,359","1,234","1,445","1,885","1,570","925","335","44","4","4,792","4,578","324","724","647","749","911","694","394","117","16","2","5,035","4,827","280","635","587","696","974","876","531","218","28","2"
"경기도 광명시 광명4동(4121055000)","14,206","13,471","955","1,892","2,052","2,017","2,476","2,338","1,239","419","65","18","6,917","6,552","457","1,003","1,102","999","1,192","1,080","554","144","16","5","7,289","6,919","498","889","950","1,018","1,284","1,258","685","275","49","13"
"경기도 광명시 광명5동(4121056000)","14,745","13,808","1,361","1,855","1,877","2,446","2,572","2,077","1,120","440","54","6","7,273","6,803","714","1,005","986","1,255","1,240","950","489","149","13","2","7,472","7,005","647","850","891","1,191","1,332","1,127","631","291","41","4"
"경기도 광명시 광명6동(4121057000)","11,043","10,096","1,137","1,338","1,400","1,861","1,870","1,451","728","263","41","7","5,468","5,003","578","707","701","923","939","708","353","82","11","1","5,575","5,093","559","631","699","938","931","743","375","181","30","6"
"경기도 광명시 광명7동(4121058000)","17,145","16,163","1,614","2,410","2,075","2,587","3,112","2,588","1,225","483","62","7","8,497","8,007","820","1,289","1,093","1,272","1,499","1,257","581","183","12","1","8,648","8,156","794","1,121","982","1,315","1,613","1,331","644","300","50","6"
"경기도 광명시 철산1동(4121059000)","13,012","11,871","1,588","1,708","1,735","2,479","2,164","1,301","619","230","45","2","6,373","5,791","814","884","842","1,170","1,081","646","261","80","13","0","6,639","6,080","774","824","893","1,309","1,083","655","358","150","32","2"
"경기도 광명시 철산2동(4121060000)","13,372","12,824","974","2,163","1,841","1,948","2,798","1,931","768","342","50","9","6,924","6,639","507","1,158","1,036","1,015","1,460","982","340","124","14","3","6,448","6,185","467","1,005","805","933","1,338","949","428","218","36","6"
"경기도 광명시 철산3동(4121061000)","33,226","30,116","4,260","4,239","4,127","6,215","5,484","3,541","1,487","655","100","8","16,282","14,698","2,197","2,204","1,909","2,949","2,712","1,744","725","236","19","3","16,944","15,418","2,063","2,035","2,218","3,266","2,772","1,797","762","419","81","5"
"경기도 광명시 철산4동(4121062000)","13,678","12,566","1,263","1,715","2,422","2,411","2,192","1,521","749","266","26","1","6,850","6,281","666","895","1,236","1,225","1,102","715","349","88","5","0","6,828","6,285","597","820","1,186","1,186","1,090","806","400","178","21","1"
"경기도 광명시 하안1동(4121063100)","26,674","24,095","3,293","3,231","3,193","5,135","4,461","2,897","1,259","530","88","8","13,334","12,014","1,679","1,744","1,537","2,540","2,267","1,472","591","163","20","1","13,340","12,081","1,614","1,487","1,656","2,595","2,194","1,425","668","367","68","7"
"경기도 광명시 하안2동(4121063200)","14,402","13,298","1,224","1,748","2,700","2,535","2,164","1,541","815","487","71","13","6,850","6,296","628","869","1,400","1,258","1,009","660","318","133","17","4","7,552","7,002","596","879","1,300","1,277","1,155","881","497","354","54","9"
"경기도 광명시 하안3동(4121063300)","21,138","19,487","2,027","2,541","3,126","3,659","3,303","2,477","1,474","764","108","8","10,037","9,161","1,042","1,270","1,561","1,781","1,587","1,132","542","222","23","1","11,101","10,326","985","1,271","1,565","1,878","1,716","1,345","932","542","85","7"
"경기도 광명시 하안4동(4121063400)","12,899","11,760","1,561","1,661","2,137","2,518","1,942","1,141","498","268","33","1","6,275","5,681","819","833","1,082","1,188","945","534","193","81","6","0","6,624","6,079","742","828","1,055","1,330","997","607","305","187","27","1"
"경기도 광명시 소하1동(4121064000)","32,339","29,094","4,311","3,719","4,209","6,293","4,834","3,478","1,509","608","116","17","15,802","14,166","2,224","1,927","1,977","3,057","2,393","1,669","699","190","26","4","16,537","14,928","2,087","1,792","2,232","3,236","2,441","1,809","810","418","90","13"
"경기도 광명시 소하2동(4121065000)","50,144","45,206","5,002","6,942","8,551","8,629","7,767","5,014","2,287","872","126","16","25,222","22,684","2,553","3,626","4,383","4,406","3,936","2,413","1,051","279","31","6","24,922","22,522","2,449","3,316","4,168","4,223","3,831","2,601","1,236","593","95","10"
"경기도 광명시 학온동(4121066000)","2,294","2,220","102","214","241","247","461","500","263","168","17","7","1,298","1,256","63","119","143","148","281","285","142","69","4","2","996","964","39","95","98","99","180","215","121","99","13","5"
"경기도 평택시 (4122000000)","519,124","470,624","52,939","70,145","77,513","91,109","84,435","51,035","27,850","13,491","1,870","237","267,360","242,565","27,360","38,230","41,838","48,217","44,227","25,267","12,145","4,714","494","73","251,764","228,059","25,579","31,915","35,675","42,892","40,208","25,768","15,705","8,777","1,376","164"
"경기도 평택시 팽성읍(4122025000)","27,439","25,873","1,719","2,963","2,973","3,981","5,187","4,458","2,838","1,513","193","48","14,021","13,207","896","1,705","1,680","2,221","2,803","2,079","1,190","570","48","15","13,418","12,666","823","1,258","1,293","1,760","2,384","2,379","1,648","943","145","33"
"경기도 평택시 안중읍(4122025300)","43,709","39,450","5,981","5,663","5,804","8,766","6,713","3,509","1,904","951","148","11","22,369","20,265","3,037","3,048","3,109","4,485","3,644","1,773","818","312","38","1","21,340","19,185","2,944","2,615","2,695","4,281","3,069","1,736","1,086","639","110","10"
"경기도 평택시 포승읍(4122025600)","23,947","21,848","2,011","2,936","4,017","4,632","3,832","2,428","1,279","620","89","4","14,206","13,156","1,076","1,876","2,613","3,008","2,399","1,324","631","210","19","0","9,741","8,692","935","1,060","1,404","1,624","1,433","1,104","648","410","70","4"
"경기도 평택시 청북읍(4122025900)","25,736","21,574","2,911","2,182","4,963","4,944","2,861","1,994","1,077","531","102","9","13,620","11,431","1,484","1,230","2,550","2,837","1,587","1,006","542","169","25","1","12,116","10,143","1,427","952","2,413","2,107","1,274","988","535","362","77","8"
"경기도 평택시 진위면(4122031000)","11,425","10,896","859","1,519","1,379","1,738","2,130","1,738","1,000","473","55","5","6,246","5,981","463","907","870","1,003","1,170","907","485","164","11","1","5,179","4,915","396","612","509","735","960","831","515","309","44","4"
"경기도 평택시 서탄면(4122032000)","3,651","3,529","217","358","372","456","703","695","450","251","24","3","1,999","1,941","124","210","229","288","404","380","212","89","4","1","1,652","1,588","93","148","143","168","299","315","238","162","20","2"
"경기도 평택시 고덕면(4122033000)","17,821","15,755","1,504","2,426","3,147","2,853","2,705","1,665","900","474","75","6","9,338","8,304","760","1,415","1,671","1,588","1,400","860","427","167","13","3","8,483","7,451","744","1,011","1,476","1,265","1,305","805","473","307","62","3"
"경기도 평택시 오성면(4122034000)","6,774","6,434","509","723","640","896","1,352","1,090","725","440","56","3","3,574","3,389","266","405","378","537","763","549","331","138","22","0","3,200","3,045","243","318","262","359","589","541","394","302","34","3"
"경기도 평택시 현덕면(4122037000)","5,431","5,263","307","460","391","632","1,069","1,093","781","463","64","3","2,856","2,767","165","260","234","392","610","559","373","159","15","0","2,575","2,496","142","200","157","240","459","534","408","304","49","3"
"경기도 평택시 중앙동(4122051000)","43,942","40,786","5,247","6,906","5,403","7,828","7,979","4,133","2,141","1,001","132","16","22,421","20,796","2,725","3,837","2,937","3,901","4,080","2,031","930","312","35","8","21,521","19,990","2,522","3,069","2,466","3,927","3,899","2,102","1,211","689","97","8"
"경기도 평택시 서정동(4122052000)","26,285","24,784","2,502","3,781","3,172","4,392","4,974","3,155","1,846","836","109","17","13,238","12,484","1,285","2,049","1,769","2,306","2,501","1,479","759","290","38","8","13,047","12,300","1,217","1,732","1,403","2,086","2,473","1,676","1,087","546","71","9"
"경기도 평택시 송탄동(4122053500)","19,141","16,843","1,837","2,500","3,248","3,479","3,105","1,554","715","342","58","5","9,969","8,791","909","1,341","1,707","1,902","1,622","842","335","115","16","2","9,172","8,052","928","1,159","1,541","1,577","1,483","712","380","227","42","3"
"경기도 평택시 지산동(4122055000)","11,974","11,233","966","2,165","2,129","1,993","1,849","1,138","668","281","38","6","6,325","5,957","470","1,239","1,224","1,104","976","558","269","107","9","1","5,649","5,276","496","926","905","889","873","580","399","174","29","5"
"경기도 평택시 송북동(4122056000)","21,956","20,258","2,229","2,981","2,649","3,723","4,091","2,514","1,341","621","97","12","10,948","10,110","1,142","1,626","1,328","1,931","2,064","1,237","523","226","27","6","11,008","10,148","1,087","1,355","1,321","1,792","2,027","1,277","818","395","70","6"
"경기도 평택시 신장1동(4122057000)","6,992","6,446","485","955","1,157","1,152","1,068","840","504","231","43","11","3,456","3,178","259","523","628","608","547","351","167","78","12","5","3,536","3,268","226","432","529","544","521","489","337","153","31","6"
"경기도 평택시 신장2동(4122058000)","5,763","5,577","308","706","622","808","1,025","967","712","352","55","22","2,901","2,799","159","389","378","480","534","445","271","117","17","9","2,862","2,778","149","317","244","328","491","522","441","235","38","13"
"경기도 평택시 신평동(4122059000)","22,768","21,603","1,819","3,892","2,891","3,511","4,302","2,791","1,594","701","91","11","11,625","11,011","944","2,098","1,621","1,830","2,175","1,362","683","268","27","3","11,143","10,592","875","1,794","1,270","1,681","2,127","1,429","911","433","64","8"
"경기도 평택시 원평동(4122060000)","10,794","10,189","733","1,596","1,527","1,614","1,944","1,440","863","404","53","15","5,564","5,267","383","886","882","824","1,039","705","390","139","15","4","5,230","4,922","350","710","645","790","905","735","473","265","38","11"
"경기도 평택시 통복동(4122061000)","4,139","4,006","228","599","395","565","849","713","449","183","22","3","2,159","2,094","126","341","238","310","453","342","209","67","8","0","1,980","1,912","102","258","157","255","396","371","240","116","14","3"
"경기도 평택시 비전1동(4122062000)","75,587","65,860","8,533","10,200","14,313","14,464","10,235","4,863","2,129","989","125","9","38,265","33,254","4,403","5,235","7,385","7,376","5,179","2,386","933","327","27","3","37,322","32,606","4,130","4,965","6,928","7,088","5,056","2,477","1,196","662","98","6"
"경기도 평택시 비전2동(4122063000)","52,830","47,161","6,262","7,376","8,069","9,318","8,448","4,425","2,115","1,001","134","13","26,263","23,363","3,334","3,765","4,095","4,474","4,168","2,191","897","399","38","2","26,567","23,798","2,928","3,611","3,974","4,844","4,280","2,234","1,218","602","96","11"
"경기도 평택시 용이동(4122063500)","24,743","21,216","3,016","3,213","4,694","5,019","3,139","1,334","537","232","31","1","12,806","10,973","1,549","1,697","2,423","2,640","1,689","656","238","74","7","0","11,937","10,243","1,467","1,516","2,271","2,379","1,450","678","299","158","24","1"
"경기도 평택시 세교동(4122064000)","26,277","24,040","2,756","4,045","3,558","4,345","4,875","2,498","1,282","601","76","4","13,191","12,047","1,401","2,148","1,889","2,172","2,420","1,245","532","217","23","0","13,086","11,993","1,355","1,897","1,669","2,173","2,455","1,253","750","384","53","4"
"경기도 동두천시 (4125000000)","94,231","87,504","8,849","11,119","10,439","14,686","16,378","12,559","8,693","4,127","573","81","47,048","43,552","4,466","6,038","5,385","7,523","8,682","6,130","3,614","1,532","164","18","47,183","43,952","4,383","5,081","5,054","7,163","7,696","6,429","5,079","2,595","409","63"
"경기도 동두천시 생연1동(4125051000)","6,950","6,465","573","773","793","986","1,261","1,037","654","344","41","3","3,440","3,183","270","421","408","505","656","512","267","130","14","0","3,510","3,282","303","352","385","481","605","525","387","214","27","3"
"경기도 동두천시 생연2동(4125052000)","11,549","10,751","1,221","1,277","1,148","1,891","1,953","1,477","1,153","566","57","8","5,708","5,272","620","712","572","972","1,019","679","450","232","14","2","5,841","5,479","601","565","576","919","934","798","703","334","43","6"
"경기도 동두천시 중앙동(4125053500)","5,189","5,033","234","507","458","605","1,093","1,052","657","333","72","22","2,688","2,595","121","272","277","349","624","540","276","102","29","5","2,501","2,438","113","235","181","256","469","512","381","231","43","17"
"경기도 동두천시 보산동(4125055000)","3,136","2,967","201","353","301","403","589","519","404","173","22","2","1,477","1,393","87","209","150","209","293","249","144","47","5","0","1,659","1,574","114","144","151","194","296","270","260","126","17","2"
"경기도 동두천시 불현동(4125056500)","27,873","25,740","2,800","3,517","3,156","4,348","4,904","3,530","2,290","1,055","127","13","13,807","12,727","1,404","1,907","1,596","2,152","2,551","1,745","944","393","32","3","14,066","13,013","1,396","1,610","1,560","2,196","2,353","1,785","1,346","662","95","10"
"경기도 동두천시 송내동(4125056600)","25,896","23,469","3,045","3,284","3,313","4,687","3,947","2,434","1,799","831","125","4","12,778","11,521","1,541","1,704","1,679","2,315","2,076","1,118","733","321","33","1","13,118","11,948","1,504","1,580","1,634","2,372","1,871","1,316","1,066","510","92","3"
"경기도 동두천시 소요동(4125058000)","8,615","8,227","500","908","794","1,119","1,627","1,566","1,091","526","75","21","4,487","4,292","276","520","428","644","893","793","506","205","23","4","4,128","3,935","224","388","366","475","734","773","585","321","52","17"
"경기도 동두천시 상패동(4125060000)","5,023","4,852","275","500","476","647","1,004","944","645","299","54","8","2,663","2,569","147","293","275","377","570","494","294","102","14","3","2,360","2,283","128","207","201","270","434","450","351","197","40","5"
"경기도 안산시 (4127000000)","652,763","606,595","66,861","105,647","85,931","110,706","126,688","65,919","28,857","13,880","1,997","109","334,625","311,131","34,541","56,165","46,679","56,182","65,327","34,398","12,830","4,559","425","25","318,138","295,464","32,320","49,482","39,252","54,524","61,361","31,521","16,027","9,321","1,572","84"
"경기도 안산시 상록구 (4127100000)","347,334","323,133","35,369","57,070","44,011","58,845","67,562","34,756","16,362","7,940","1,161","57","177,110","164,802","18,210","30,335","23,764","29,739","34,737","17,993","7,132","2,630","249","13","170,224","158,331","17,159","26,735","20,247","29,106","32,825","16,763","9,230","5,310","912","44"
"경기도 안산시 상록구 일동(4127151000)","25,733","23,810","2,639","3,917","3,321","4,740","4,648","2,432","1,423","600","87","3","13,103","12,147","1,312","2,029","1,793","2,519","2,443","1,220","613","202","16","0","12,630","11,663","1,327","1,888","1,528","2,221","2,205","1,212","810","398","71","3"
"경기도 안산시 상록구 이동(4127151500)","24,845","23,567","1,760","4,539","3,993","4,155","4,640","2,552","1,273","563","86","6","13,233","12,605","918","2,395","2,341","2,283","2,534","1,325","589","203","16","1","11,612","10,962","842","2,144","1,652","1,872","2,106","1,227","684","360","70","5"
"경기도 안산시 상록구 사동(4127152500)","34,026","31,938","3,155","6,115","4,867","5,958","6,296","2,724","1,542","1,080","188","13","17,732","16,680","1,637","3,356","2,816","3,119","3,344","1,424","602","327","52","3","16,294","15,258","1,518","2,759","2,051","2,839","2,952","1,300","940","753","136","10"
"경기도 안산시 상록구 사이동(4127153200)","33,322","30,560","3,807","5,345","4,232","5,733","6,379","3,160","1,212","609","78","5","16,881","15,469","1,949","2,848","2,229","2,851","3,235","1,622","531","186","18","0","16,441","15,091","1,858","2,497","2,003","2,882","3,144","1,538","681","423","60","5"
"경기도 안산시 상록구 해양동(4127153700)","24,983","22,306","3,150","4,027","3,308","4,451","4,356","2,092","622","253","46","1","12,705","11,381","1,619","2,242","1,618","2,150","2,205","1,131","329","81","6","0","12,278","10,925","1,531","1,785","1,690","2,301","2,151","961","293","172","40","1"
"경기도 안산시 상록구 본오1동(4127154000)","39,062","36,128","4,333","6,044","4,981","7,198","7,345","3,480","1,824","829","93","1","20,119","18,577","2,237","3,225","2,670","3,689","3,879","1,805","782","276","14","0","18,943","17,551","2,096","2,819","2,311","3,509","3,466","1,675","1,042","553","79","1"
"경기도 안산시 상록구 본오2동(4127155000)","27,474","25,745","3,118","4,414","3,099","4,787","5,485","2,672","1,397","682","87","4","13,611","12,721","1,539","2,230","1,659","2,284","2,760","1,412","583","233","20","1","13,863","13,024","1,579","2,184","1,440","2,503","2,725","1,260","814","449","67","3"
"경기도 안산시 상록구 본오3동(4127156000)","20,740","19,625","1,903","3,594","2,576","3,421","4,276","2,139","1,091","559","66","0","10,314","9,738","972","1,829","1,345","1,700","2,109","1,107","440","219","17","0","10,426","9,887","931","1,765","1,231","1,721","2,167","1,032","651","340","49","0"
"경기도 안산시 상록구 부곡동(4127157000)","22,331","20,720","2,261","3,600","2,523","3,841","4,597","2,209","1,091","538","57","3","11,508","10,679","1,131","1,918","1,367","1,998","2,474","1,148","449","185","8","1","10,823","10,041","1,130","1,682","1,156","1,843","2,123","1,061","642","353","49","2"
"경기도 안산시 상록구 월피동(4127158000)","39,671","37,194","4,212","7,145","4,522","6,495","8,299","3,921","1,612","865","118","5","20,286","19,012","2,255","3,852","2,442","3,192","4,213","2,102","681","257","17","1","19,385","18,182","1,957","3,293","2,080","3,303","4,086","1,819","931","608","101","4"
"경기도 안산시 상록구 성포동(4127159000)","27,559","25,698","2,838","4,884","3,319","3,890","5,876","3,105","1,104","562","113","7","13,551","12,595","1,511","2,539","1,704","1,718","2,800","1,610","500","173","37","3","14,008","13,103","1,327","2,345","1,615","2,172","3,076","1,495","604","389","76","4"
"경기도 안산시 상록구 반월동(4127160000)","18,349","17,137","1,392","2,241","2,285","2,755","3,483","2,814","1,533","542","88","4","9,267","8,666","721","1,209","1,232","1,475","1,719","1,344","742","204","18","2","9,082","8,471","671","1,032","1,053","1,280","1,764","1,470","791","338","70","2"
"경기도 안산시 상록구 안산동(4127161000)","9,239","8,705","801","1,205","985","1,421","1,882","1,456","638","258","54","5","4,800","4,532","409","663","548","761","1,022","743","291","84","10","1","4,439","4,173","392","542","437","660","860","713","347","174","44","4"
"경기도 안산시 단원구 (4127300000)","305,429","283,462","31,492","48,577","41,920","51,861","59,126","31,163","12,495","5,940","836","52","157,515","146,329","16,331","25,830","22,915","26,443","30,590","16,405","5,698","1,929","176","12","147,914","137,133","15,161","22,747","19,005","25,418","28,536","14,758","6,797","4,011","660","40"
"경기도 안산시 단원구 와동(4127351000)","39,060","36,287","4,157","5,991","5,305","7,223","7,501","3,600","1,660","738","109","3","20,612","19,179","2,216","3,303","2,935","3,862","4,076","1,844","698","223","22","0","18,448","17,108","1,941","2,688","2,370","3,361","3,425","1,756","962","515","87","3"
"경기도 안산시 단원구 고잔동(4127352500)","22,311","20,993","2,047","4,292","3,204","3,442","4,145","2,260","1,023","520","56","4","11,181","10,533","1,047","2,201","1,794","1,704","2,080","1,109","431","157","10","0","11,130","10,460","1,000","2,091","1,410","1,738","2,065","1,151","592","363","46","4"
"경기도 안산시 단원구 중앙동(4127353200)","25,898","24,147","2,401","5,083","4,140","3,909","4,676","2,648","826","381","78","5","12,861","11,974","1,215","2,545","2,205","1,868","2,274","1,352","384","114","15","2","13,037","12,173","1,186","2,538","1,935","2,041","2,402","1,296","442","267","63","3"
"경기도 안산시 단원구 호수동(4127353500)","45,209","41,583","5,548","7,778","5,491","7,739","9,227","3,896","1,195","606","100","3","22,762","20,934","2,906","3,995","2,744","3,622","4,658","2,203","587","196","22","1","22,447","20,649","2,642","3,783","2,747","4,117","4,569","1,693","608","410","78","2"
"경기도 안산시 단원구 원곡동(4127354500)","6,503","6,202","321","507","679","1,107","1,710","995","603","244","30","6","3,754","3,606","164","303","413","672","1,072","573","303","94","11","1","2,749","2,596","157","204","266","435","638","422","300","150","19","5"
"경기도 안산시 단원구 백운동(4127355500)","18,697","17,305","1,880","2,853","2,526","2,942","3,713","2,241","818","292","33","7","9,537","8,829","971","1,492","1,361","1,465","1,876","1,144","405","108","7","0","9,160","8,476","909","1,361","1,165","1,477","1,837","1,097","413","184","26","7"
"경기도 안산시 단원구 신길동(4127356500)","22,819","21,065","2,607","3,122","3,048","4,152","4,245","2,458","933","442","55","3","12,198","11,302","1,349","1,767","1,747","2,271","2,246","1,300","455","156","11","0","10,621","9,763","1,258","1,355","1,301","1,881","1,999","1,158","478","286","44","3"
"경기도 안산시 단원구 초지동(4127357000)","47,509","43,546","5,198","7,530","7,260","8,504","8,223","4,098","1,733","864","129","7","24,362","22,334","2,629","4,056","4,022","4,283","4,163","2,118","758","278","25","2","23,147","21,212","2,569","3,474","3,238","4,221","4,060","1,980","975","586","104","5"
